id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.A.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,Do you have wired internet connection?,How do you maintain records?,What are the areas you get support from government agencies?,Where do you majorly get textbooks for educational purposes?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,Which labs are present in the institute?,Does the institute have a designated library?,How many people are students at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,"Is this a primary, secondary, or senior secondary school?",Are there any counselors at this institute?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Does the institute require uniforms?,Are the teachers certified?,How frequently does the teacher trainer visit the school?,Which Board/University is this school affiliated with?,access,road_connectivity,public_transport,school_buses,mobile_connectivity,accessibility,building_type,security,land,infrastructure,observation,working_hours,working_days,availability,teachers,support_staff,employability,drinking_water,water,toilets,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,telephone,broadband,mobile,communication,records,record_maintenance,support,govt_support,textbooks,curriculum,educational_materials,awareness,digital_technologies,checkups,meals,health,recreational,residential,classrooms,auditorium,labs,libraries,facilities,enrollment_population,extra_curriculars,dropouts,educational_statistics,disaster_drills,disaster_preparedness,general,school_type,counselors,parent_teacher_meetings,uniforms,certification,training,general_information,affiliation,partnerships,specific,overall score,,
4867.00,Education,Schools,Papumpare,Doimukh,Soppo,27.21,93.80,1.00,1.00,0.80,0.00,0.00,0.60,1.00,0.00,1.00,0.75,0.86,0.04,0.06,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.25,0.00,0.01,0.20,0.00,0.50,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.00,0.75,100.00,100.00,80.00,0.00,0.00,56.00,100.00,0.00,100.00,80.00,65.60,75.00,85.71,80.36,4.00,5.56,4.62,45.00,45.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,42.86,42.86,36.36,16.67,24.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,25.00,0.00,7.40,1.50,20.00,30.00,12.60,0.00,0.00,21.56,33.33,0.00,0.00,100.00,100.00,0.00,40.00,75.00,75.00,47.00,45.88,,
5004.00,Education,Schools,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.56,93.85,0.25,0.50,0.20,0.00,0.67,0.60,1.00,0.00,1.00,0.00,0.14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.25,0.00,0.00,0.20,0.67,0.17,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,50.00,20.00,0.00,66.67,25.67,100.00,0.00,100.00,80.00,47.40,0.00,14.29,7.14,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,14.29,14.29,0.00,16.67,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,25.00,0.00,8.60,0.00,20.00,36.67,13.33,0.00,0.00,6.01,33.33,0.00,0.00,0.00,0.00,0.00,10.00,100.00,100.00,28.00,28.19,,
5028.00,Education,Schools,Papumpare,Itanagar,Ganga,27.09,93.59,1.00,1.00,0.80,0.00,0.00,0.80,1.00,0.25,1.00,0.81,0.86,1.00,0.39,0.50,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.29,0.43,0.36,0.33,0.00,1.00,0.40,1.00,0.00,0.00,0.50,0.24,0.00,0.25,0.00,0.88,0.40,0.67,0.17,1.00,0.33,0.00,1.00,0.75,1.00,1.00,0.17,0.75,100.00,100.00,80.00,0.00,0.00,56.00,100.00,25.00,100.00,85.00,67.60,81.25,85.71,83.48,100.00,38.89,75.56,45.00,45.00,100.00,0.00,100.00,70.00,75.00,75.00,0.00,0.00,0.00,80.00,24.00,28.57,28.57,42.86,42.86,36.36,33.33,34.55,0.00,0.00,76.00,60.00,66.40,0.00,50.00,24.00,0.00,25.00,0.00,14.70,88.12,40.00,36.67,54.58,100.00,100.00,47.97,33.33,0.00,90.00,100.00,100.00,16.67,52.33,75.00,75.00,56.87,57.96,,
5075.00,Education,Schools,Lower Subansiri,Ziro,Dutta,27.56,93.87,0.25,1.00,0.90,0.75,0.33,0.60,1.00,1.00,1.00,1.00,0.86,0.56,0.28,0.50,0.00,1.00,1.00,1.00,0.25,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.18,0.00,0.00,1.00,0.20,1.00,1.00,1.00,0.50,0.28,0.00,0.25,1.00,0.06,0.40,0.67,0.17,0.00,0.33,0.00,0.00,0.00,1.00,1.00,1.00,0.75,25.00,100.00,90.00,75.00,33.33,68.83,100.00,100.00,100.00,100.00,81.30,100.00,85.71,92.86,56.00,27.78,44.71,45.00,45.00,100.00,25.00,100.00,77.50,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,18.18,0.00,7.27,0.00,0.00,68.00,100.00,87.20,100.00,50.00,28.00,0.00,25.00,100.00,55.90,6.25,40.00,36.67,21.83,0.00,0.00,30.87,33.33,0.00,0.00,100.00,100.00,100.00,60.00,75.00,75.00,63.00,59.77,,
5125.00,Education,Schools,Lower Subansiri,Ziro,Modang Tage,27.57,93.83,0.50,1.00,0.00,0.50,0.00,0.60,1.00,0.50,1.00,0.88,0.86,0.24,0.22,0.50,0.00,1.00,1.00,0.00,0.25,1.00,0.62,1.00,0.00,0.27,1.00,0.00,0.00,0.29,0.00,0.09,0.17,1.00,1.00,0.80,0.00,0.00,1.00,0.00,0.10,0.00,0.25,0.00,0.05,0.60,0.67,0.33,0.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,50.00,100.00,0.00,50.00,0.00,45.00,100.00,50.00,100.00,90.00,63.00,87.50,85.71,86.61,24.00,22.22,23.29,45.00,45.00,70.00,25.00,81.25,59.88,50.00,50.00,63.64,0.00,0.00,60.00,18.00,28.57,28.57,0.00,0.00,9.09,16.67,13.64,100.00,100.00,92.00,0.00,36.80,100.00,0.00,10.00,0.00,25.00,0.00,28.00,4.62,60.00,46.67,29.18,0.00,0.00,37.13,33.33,100.00,100.00,100.00,100.00,100.00,80.00,100.00,100.00,84.00,62.59,,
5160.00,Education,Schools,Lower Subansiri,Ziro,Keiliya,27.54,93.80,0.25,1.00,0.40,0.00,0.33,0.60,1.00,0.25,1.00,0.62,0.86,0.44,0.11,0.50,0.00,1.00,1.00,1.00,0.00,1.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.33,0.00,1.00,0.20,0.00,0.00,0.00,0.00,0.16,0.00,0.25,0.00,0.05,0.20,0.67,0.17,0.00,0.33,0.00,0.00,0.00,1.00,1.00,1.00,0.75,25.00,100.00,40.00,0.00,33.33,36.33,100.00,25.00,100.00,85.00,55.80,62.50,85.71,74.11,44.00,11.11,30.84,45.00,45.00,100.00,0.00,87.50,66.25,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,36.36,33.33,34.55,0.00,0.00,68.00,0.00,27.20,0.00,0.00,16.00,0.00,25.00,0.00,9.80,4.88,20.00,36.67,15.28,0.00,0.00,22.78,33.33,0.00,0.00,100.00,100.00,100.00,60.00,75.00,75.00,63.00,48.41,,
5174.00,Education,Schools,Lower Subansiri,Ziro,Keiliya,27.66,93.89,0.25,1.00,0.50,1.00,0.33,0.60,1.00,1.00,1.00,0.88,0.71,1.00,0.56,0.50,0.00,1.00,1.00,1.00,0.25,1.00,1.00,0.00,0.00,0.36,0.67,0.00,0.00,0.14,0.00,0.00,0.00,0.00,1.00,0.60,1.00,1.00,1.00,0.50,0.40,0.00,0.25,0.00,0.01,0.60,0.67,0.17,0.00,0.33,1.00,0.00,0.00,1.00,1.00,1.00,0.75,25.00,100.00,50.00,100.00,33.33,68.33,100.00,100.00,100.00,100.00,81.00,87.50,71.43,79.46,100.00,55.56,82.22,45.00,45.00,100.00,25.00,100.00,77.50,0.00,0.00,51.52,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,100.00,93.60,100.00,50.00,40.00,0.00,25.00,0.00,39.50,1.25,60.00,36.67,25.83,0.00,0.00,34.68,33.33,100.00,0.00,100.00,100.00,100.00,70.00,75.00,75.00,71.00,63.60,,
5297.00,Education,Schools,West Siang,Kamba,Kambu,28.26,94.68,1.00,0.50,0.80,0.00,0.67,0.60,1.00,0.00,1.00,0.88,0.86,0.16,0.06,0.50,0.00,1.00,0.00,0.00,0.50,1.00,0.25,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.17,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.12,0.00,0.25,0.00,0.06,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.83,1.00,100.00,50.00,80.00,0.00,66.67,52.67,100.00,0.00,100.00,80.00,63.60,87.50,85.71,86.61,16.00,5.56,11.82,45.00,45.00,40.00,50.00,62.50,49.75,50.00,50.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,71.43,71.43,36.36,16.67,24.55,0.00,0.00,0.00,100.00,60.00,100.00,0.00,12.00,0.00,25.00,0.00,28.60,6.00,60.00,36.67,27.73,0.00,0.00,32.39,33.33,0.00,90.00,100.00,100.00,83.33,65.67,100.00,100.00,72.53,57.36,,
5398.00,Education,Schools,Lower Subansiri,Ziro,Dutta,27.57,93.88,0.25,1.00,0.90,0.00,0.33,0.60,1.00,0.25,1.00,0.88,0.86,0.60,0.06,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.09,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.25,0.00,0.05,0.60,0.67,0.33,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.17,0.75,25.00,100.00,90.00,0.00,33.33,46.33,100.00,25.00,100.00,85.00,61.80,87.50,85.71,86.61,60.00,5.56,38.22,45.00,45.00,0.00,25.00,87.50,33.75,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,9.09,16.67,13.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,25.00,0.00,9.80,5.00,60.00,46.67,29.33,0.00,0.00,19.76,33.33,0.00,0.00,100.00,100.00,16.67,43.33,75.00,75.00,49.67,44.94,,
5399.00,Education,Schools,Lower Subansiri,Ziro,Dutta,27.63,93.87,0.25,1.00,0.96,0.50,0.33,0.60,1.00,1.00,1.00,0.62,0.86,0.32,0.11,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.25,0.00,0.04,0.60,0.67,0.33,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.17,0.75,25.00,100.00,96.00,50.00,33.33,62.53,100.00,100.00,100.00,100.00,77.52,62.50,85.71,74.11,32.00,11.11,23.64,45.00,45.00,100.00,25.00,87.50,73.75,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,18.18,0.00,7.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,25.00,0.00,11.00,3.75,60.00,46.67,28.83,0.00,0.00,19.14,33.33,0.00,0.00,100.00,100.00,16.67,43.33,75.00,75.00,49.67,50.26,,
5400.00,Education,Schools,Lower Subansiri,Ziro,Hija,27.48,93.88,0.25,1.00,0.80,0.75,0.33,0.60,1.00,1.00,1.00,0.88,0.86,0.40,0.11,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.25,0.00,0.04,0.60,0.67,0.33,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.17,0.75,25.00,100.00,80.00,75.00,33.33,66.83,100.00,100.00,100.00,100.00,80.10,87.50,85.71,86.61,40.00,11.11,28.44,45.00,45.00,100.00,25.00,87.50,73.75,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,18.18,0.00,7.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,25.00,0.00,11.00,3.75,60.00,46.67,28.83,0.00,0.00,20.25,33.33,0.00,0.00,100.00,100.00,16.67,43.33,75.00,75.00,49.67,51.49,,
5401.00,Education,Schools,Lower Subansiri,Ziro,Hija,27.56,93.89,0.25,1.00,0.80,0.00,0.33,0.60,1.00,0.25,1.00,0.75,0.86,0.32,0.06,0.50,0.00,1.00,1.00,0.00,0.25,1.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.25,0.00,0.03,0.60,0.67,0.33,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.17,0.75,25.00,100.00,80.00,0.00,33.33,44.33,100.00,25.00,100.00,85.00,60.60,75.00,85.71,80.36,32.00,5.56,21.42,45.00,45.00,70.00,25.00,87.50,61.75,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,36.36,33.33,34.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,25.00,0.00,11.00,3.12,60.00,46.67,28.58,0.00,0.00,21.35,33.33,0.00,0.00,100.00,100.00,16.67,43.33,75.00,75.00,49.67,45.00,,
5403.00,Education,Schools,Lower Subansiri,Ziro,Nenchaliya,27.66,93.78,0.25,1.00,0.80,0.50,0.33,0.60,1.00,1.00,1.00,0.88,0.86,0.40,0.11,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.25,0.00,0.03,0.60,0.67,0.17,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.17,0.75,25.00,100.00,80.00,50.00,33.33,59.33,100.00,100.00,100.00,100.00,75.60,87.50,85.71,86.61,40.00,11.11,28.44,45.00,45.00,100.00,25.00,87.50,73.75,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,18.18,0.00,7.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,25.00,0.00,9.80,3.12,60.00,36.67,26.58,0.00,0.00,20.01,33.33,0.00,0.00,100.00,100.00,16.67,43.33,75.00,75.00,49.67,49.85,,
5404.00,Education,Schools,Lower Subansiri,Ziro,Hija,27.62,93.85,0.25,1.00,0.70,0.00,0.33,0.60,1.00,0.25,1.00,0.38,0.86,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.25,0.00,0.00,0.20,0.67,0.17,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.75,25.00,100.00,70.00,0.00,33.33,42.33,100.00,25.00,100.00,85.00,59.40,37.50,85.71,61.61,0.00,0.00,0.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,0.00,16.67,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,25.00,0.00,6.80,0.00,20.00,36.67,13.33,0.00,0.00,10.04,33.33,0.00,0.00,0.00,0.00,0.00,10.00,75.00,75.00,23.00,31.85,,
5466.00,Education,Schools,Papumpare,Banderdewa,Kharsingsa,27.11,93.78,0.25,0.50,0.80,0.00,0.00,0.00,1.00,0.25,1.00,0.50,0.71,0.16,0.11,0.17,0.00,0.00,0.00,0.00,0.25,1.00,0.62,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.08,0.00,0.25,0.00,0.06,0.40,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,0.75,25.00,50.00,80.00,0.00,0.00,31.00,100.00,25.00,100.00,85.00,52.60,50.00,71.43,60.71,16.00,11.11,14.04,15.00,15.00,0.00,25.00,81.25,31.88,50.00,50.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,60.00,100.00,84.00,100.00,0.00,8.00,0.00,25.00,0.00,27.40,6.25,40.00,36.67,21.83,0.00,0.00,26.88,33.33,0.00,90.00,100.00,100.00,0.00,49.00,75.00,75.00,54.20,45.44,,
5511.00,Education,Schools,Papumpare,Toru,Dokte Hoj,27.26,93.80,1.00,1.00,0.80,0.00,0.00,0.60,0.00,0.25,1.00,0.44,0.86,0.28,0.06,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.62,0.00,0.00,0.09,0.67,0.00,0.00,0.14,0.14,0.36,0.17,0.00,0.00,0.00,1.00,0.00,0.00,0.50,0.20,0.00,0.25,0.00,0.06,0.20,0.67,0.17,1.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,1.00,100.00,100.00,80.00,0.00,0.00,56.00,0.00,25.00,100.00,55.00,55.60,43.75,85.71,64.73,28.00,5.56,19.02,45.00,45.00,0.00,25.00,81.25,31.88,0.00,0.00,37.88,0.00,0.00,60.00,18.00,14.29,14.29,14.29,14.29,36.36,16.67,24.55,0.00,0.00,0.00,60.00,36.00,0.00,50.00,20.00,0.00,25.00,0.00,13.50,6.25,20.00,36.67,15.83,100.00,100.00,26.85,33.33,0.00,70.00,100.00,100.00,0.00,47.00,100.00,100.00,57.60,47.68,,
5515.00,Education,Schools,Lower Subansiri,Ziro,Modang Tage,27.57,93.84,1.00,0.50,0.00,0.00,0.00,0.60,1.00,0.25,1.00,0.62,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.25,0.00,0.00,0.20,0.67,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,50.00,0.00,0.00,0.00,30.00,100.00,25.00,100.00,85.00,52.00,62.50,85.71,74.11,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,0.00,33.33,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,25.00,0.00,6.20,0.00,20.00,66.67,19.33,0.00,0.00,9.28,33.33,0.00,0.00,0.00,0.00,0.00,10.00,100.00,100.00,28.00,30.78,,
5517.00,Education,Schools,Lower Subansiri,Ziro,Modang Tage,27.57,93.84,0.75,0.50,0.00,0.00,0.00,0.60,1.00,0.00,1.00,0.62,0.86,0.04,0.06,0.50,0.00,1.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.25,0.00,0.00,0.20,0.67,0.50,0.00,0.33,0.00,1.00,1.00,1.00,1.00,0.00,1.00,75.00,50.00,0.00,0.00,0.00,25.00,100.00,0.00,100.00,80.00,47.00,62.50,85.71,74.11,4.00,5.56,4.62,45.00,45.00,40.00,25.00,0.00,23.50,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,0.00,33.33,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,25.00,0.00,6.80,0.12,20.00,56.67,17.38,0.00,0.00,15.01,33.33,0.00,100.00,100.00,100.00,0.00,50.00,100.00,100.00,60.00,41.95,,
5573.00,Education,Schools,Lower Subansiri,Ziro,Ziro,27.57,93.83,0.75,1.00,0.00,0.00,0.00,0.60,1.00,0.50,1.00,0.50,0.86,0.32,0.11,0.50,0.00,1.00,1.00,0.00,0.25,1.00,0.62,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.09,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.25,0.00,0.01,0.20,0.67,0.33,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,1.00,75.00,100.00,0.00,0.00,0.00,35.00,100.00,50.00,100.00,90.00,57.00,50.00,85.71,67.86,32.00,11.11,23.64,45.00,45.00,70.00,25.00,81.25,59.88,50.00,50.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,71.43,71.43,9.09,33.33,23.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,25.00,0.00,9.80,1.50,20.00,46.67,15.93,0.00,0.00,27.58,33.33,0.00,70.00,100.00,100.00,0.00,47.00,100.00,100.00,57.60,48.38,,
5578.00,Education,Schools,Papumpare,Toru,Dokte Hoj,27.25,93.81,1.00,0.25,0.40,0.00,0.00,0.60,0.00,0.00,1.00,0.00,0.14,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.10,0.00,0.25,0.00,0.00,0.20,0.67,0.17,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,25.00,40.00,0.00,0.00,33.00,0.00,0.00,100.00,50.00,39.80,0.00,14.29,7.14,0.00,0.00,0.00,45.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,0.00,16.67,10.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,10.00,0.00,25.00,0.00,10.50,0.00,20.00,36.67,13.33,0.00,0.00,9.19,33.33,0.00,0.00,0.00,0.00,0.00,10.00,100.00,100.00,28.00,26.49,,
5581.00,Education,Schools,Papumpare,Toru,Dokte Hoj,27.25,93.81,1.00,0.25,0.40,0.00,0.00,0.60,0.00,0.00,1.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.10,0.00,0.25,0.00,0.00,0.20,0.67,0.17,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00,1.00,100.00,25.00,40.00,0.00,0.00,33.00,0.00,0.00,100.00,50.00,39.80,0.00,14.29,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,0.00,16.67,10.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,10.00,0.00,25.00,0.00,10.50,0.00,20.00,36.67,13.33,0.00,0.00,4.69,33.33,0.00,0.00,0.00,0.00,100.00,30.00,100.00,100.00,44.00,30.74,,
5631.00,Education,Schools,Lower Subansiri,Ziro,Modang Tage,27.57,93.85,0.75,0.50,0.00,0.25,0.00,0.60,1.00,0.75,1.00,1.00,0.86,0.72,0.89,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.88,1.00,0.00,0.27,1.00,0.00,0.00,0.29,0.71,0.36,0.33,0.00,1.00,0.80,0.00,0.00,1.00,0.50,0.32,1.00,0.50,1.00,0.50,0.60,0.67,0.17,1.00,0.33,1.00,1.00,0.50,1.00,1.00,0.67,0.75,75.00,50.00,0.00,25.00,0.00,32.50,100.00,75.00,100.00,95.00,57.50,100.00,85.71,92.86,72.00,88.89,78.76,45.00,45.00,100.00,25.00,93.75,75.62,50.00,50.00,63.64,0.00,0.00,60.00,18.00,28.57,28.57,71.43,71.43,36.36,33.33,34.55,0.00,0.00,92.00,0.00,36.80,100.00,50.00,32.00,100.00,50.00,100.00,67.10,50.00,60.00,36.67,45.33,100.00,100.00,54.15,33.33,100.00,80.00,100.00,100.00,66.67,71.33,75.00,75.00,72.07,61.59,,
5808.00,Education,Schools,West Siang,Kamba,Kambu,28.26,94.68,1.00,0.50,0.80,0.00,0.67,0.60,1.00,0.00,1.00,0.88,0.86,0.16,0.06,0.50,0.00,1.00,0.00,0.00,0.50,1.00,0.25,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.17,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.12,0.00,0.25,0.00,0.06,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.83,1.00,100.00,50.00,80.00,0.00,66.67,52.67,100.00,0.00,100.00,80.00,63.60,87.50,85.71,86.61,16.00,5.56,11.82,45.00,45.00,40.00,50.00,62.50,49.75,50.00,50.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,71.43,71.43,36.36,16.67,24.55,0.00,0.00,0.00,100.00,60.00,100.00,0.00,12.00,0.00,25.00,0.00,28.60,6.00,60.00,36.67,27.73,0.00,0.00,32.39,33.33,0.00,90.00,100.00,100.00,83.33,65.67,100.00,100.00,72.53,57.36,,
6146.00,Education,Schools,Lower Subansiri,Ziro,Reru,27.60,93.84,0.25,1.00,0.00,0.25,0.33,0.60,1.00,0.00,1.00,1.00,0.86,0.40,0.56,0.33,0.00,1.00,1.00,1.00,0.25,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.25,0.00,0.03,0.20,0.67,0.17,0.00,0.33,0.00,0.00,0.00,1.00,0.00,0.17,1.00,25.00,100.00,0.00,25.00,33.33,35.83,100.00,0.00,100.00,80.00,53.50,100.00,85.71,92.86,40.00,55.56,46.22,30.00,30.00,100.00,25.00,100.00,77.50,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,42.86,42.86,0.00,16.67,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,25.00,0.00,7.40,2.50,20.00,36.67,14.33,0.00,0.00,22.35,33.33,0.00,0.00,100.00,0.00,16.67,23.33,100.00,100.00,38.67,38.96,,
6226.00,Education,Schools,West Siang,Aalo,Kugi Pomte,28.29,93.57,0.50,1.00,0.00,0.00,0.00,0.20,1.00,0.25,1.00,0.38,0.86,0.20,0.00,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.88,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.10,0.00,0.25,0.00,0.03,0.20,0.67,0.17,0.00,0.33,1.00,1.00,0.75,1.00,1.00,1.00,0.75,50.00,100.00,0.00,0.00,0.00,30.00,100.00,25.00,100.00,85.00,52.00,37.50,85.71,61.61,20.00,0.00,12.00,45.00,45.00,100.00,25.00,93.75,75.62,50.00,50.00,0.00,0.00,0.00,20.00,6.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,0.00,0.00,10.00,0.00,25.00,0.00,8.00,3.12,20.00,36.67,14.58,0.00,0.00,28.70,33.33,100.00,90.00,100.00,100.00,100.00,79.00,75.00,75.00,78.20,54.18,,
