id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.A.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,Do you have wired internet connection?,How do you maintain records?,What are the areas you get support from government agencies?,Where do you majorly get textbooks for educational purposes?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,Which labs are present in the institute?,Does the institute have a designated library?,How many people are students at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,"Is this a primary, secondary, or senior secondary school?",Are there any counselors at this institute?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Does the institute require uniforms?,Are the teachers certified?,How frequently does the teacher trainer visit the school?,Which Board/University is this school affiliated with?,access,road_connectivity,public_transport,school_buses,mobile_connectivity,accessibility,building_type,security,land,infrastructure,observation,working_hours,working_days,availability,teachers,support_staff,employability,drinking_water,water,toilets,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,telephone,broadband,mobile,communication,records,record_maintenance,support,govt_support,textbooks,curriculum,educational_materials,awareness,digital_technologies,checkups,meals,health,recreational,residential,classrooms,auditorium,labs,libraries,facilities,enrollment_population,extra_curriculars,dropouts,educational_statistics,disaster_drills,disaster_preparedness,general,school_type,counselors,parent_teacher_meetings,uniforms,certification,training,general_information,affiliation,partnerships,specific,overall score,,
2452.00,Education,Schools,East Siang,Mebo,Mottum,28.08,95.43,0.25,1.00,0.80,0.00,0.00,0.60,1.00,0.50,1.00,0.72,0.86,0.32,0.33,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.88,0.00,0.00,0.18,1.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.20,0.00,0.00,1.00,0.50,0.06,0.00,0.25,0.00,0.11,0.60,0.67,0.17,0.00,0.33,1.00,1.00,0.75,0.00,1.00,0.00,0.75,25.00,100.00,80.00,0.00,0.00,41.00,100.00,50.00,100.00,90.00,60.60,71.88,85.71,78.79,32.00,33.33,32.53,45.00,45.00,100.00,25.00,93.75,75.62,0.00,0.00,59.09,0.00,0.00,60.00,18.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,68.00,0.00,27.20,100.00,50.00,6.00,0.00,25.00,0.00,29.30,10.75,60.00,36.67,29.63,0.00,0.00,31.41,33.33,100.00,90.00,0.00,100.00,0.00,49.00,75.00,75.00,54.20,49.60,,
2893.00,Education,Schools,West Kameng,Shergaon,Shergaon,27.14,92.27,0.25,0.50,0.00,0.00,0.00,0.40,1.00,0.25,1.00,0.62,0.86,0.16,0.00,0.50,0.00,0.00,1.00,0.00,0.25,1.00,0.12,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.10,0.00,0.25,0.00,0.03,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,0.75,25.00,50.00,0.00,0.00,0.00,15.00,100.00,25.00,100.00,85.00,43.00,62.50,85.71,74.11,16.00,0.00,9.60,45.00,45.00,30.00,25.00,56.25,36.38,50.00,50.00,0.00,0.00,0.00,40.00,12.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,0.00,0.00,10.00,0.00,25.00,0.00,8.00,2.88,60.00,36.67,26.48,0.00,0.00,28.02,33.33,0.00,90.00,100.00,100.00,0.00,49.00,75.00,75.00,54.20,42.43,,
3529.00,Education,Schools,East Siang,Pasighat,Boyng,28.06,95.29,0.25,1.00,0.00,0.00,0.00,1.00,1.00,0.25,1.00,0.69,0.86,0.48,0.06,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.17,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.16,0.00,0.25,0.00,0.03,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,1.00,25.00,100.00,0.00,0.00,0.00,25.00,100.00,25.00,100.00,85.00,49.00,68.75,85.71,77.23,48.00,5.56,31.02,45.00,45.00,0.00,25.00,0.00,7.50,50.00,50.00,0.00,0.00,0.00,100.00,30.00,14.29,14.29,0.00,0.00,36.36,16.67,24.55,0.00,0.00,60.00,100.00,84.00,100.00,0.00,16.00,0.00,25.00,0.00,29.80,3.38,60.00,36.67,26.68,0.00,0.00,30.02,33.33,0.00,70.00,100.00,100.00,0.00,47.00,100.00,100.00,57.60,46.32,,
790.00,Education,Schools,Lohit,Tezu,Lohitpur,27.99,96.20,0.25,1.00,0.50,0.00,0.00,0.80,1.00,0.00,1.00,0.62,0.86,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.04,0.00,0.25,0.00,0.03,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,0.75,25.00,100.00,50.00,0.00,0.00,35.00,100.00,0.00,100.00,80.00,53.00,62.50,85.71,74.11,8.00,0.00,4.80,0.00,0.00,0.00,25.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,80.00,24.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,0.00,60.00,36.00,0.00,0.00,4.00,0.00,25.00,0.00,6.20,2.50,20.00,36.67,14.33,0.00,0.00,15.21,33.33,0.00,90.00,100.00,100.00,0.00,49.00,75.00,75.00,54.20,42.08,,
819.00,Education,Schools,East Siang,Oyan,Sille Village,27.90,95.30,0.25,0.50,0.80,0.25,0.00,0.60,0.00,0.25,1.00,0.56,0.86,0.52,1.00,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.12,0.00,0.00,0.18,0.67,0.00,0.00,0.14,0.00,0.18,0.00,0.00,1.00,0.40,0.00,0.00,1.00,0.50,0.20,0.00,0.25,0.00,0.01,0.40,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.50,0.75,25.00,50.00,80.00,25.00,0.00,38.50,0.00,25.00,100.00,55.00,45.10,56.25,85.71,70.98,52.00,100.00,71.20,45.00,45.00,0.00,25.00,56.25,24.38,0.00,0.00,42.42,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,18.18,0.00,7.27,0.00,0.00,76.00,0.00,30.40,100.00,50.00,20.00,0.00,25.00,0.00,33.50,1.50,40.00,36.67,19.93,0.00,0.00,26.72,33.33,0.00,70.00,100.00,100.00,50.00,57.00,75.00,75.00,60.60,45.01,,
824.00,Education,Schools,Changlang,Changlang,Changlang (CT),27.13,95.75,1.00,0.75,0.40,0.00,0.00,0.80,1.00,0.25,1.00,0.56,0.86,0.20,0.00,0.50,0.00,1.00,0.00,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,1.00,1.00,0.40,1.00,1.00,0.00,0.00,0.10,0.00,0.25,0.00,0.05,0.40,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.83,0.75,100.00,75.00,40.00,0.00,0.00,43.00,100.00,25.00,100.00,85.00,59.80,56.25,85.71,70.98,20.00,0.00,12.00,45.00,45.00,70.00,25.00,0.00,35.50,0.00,0.00,0.00,0.00,0.00,80.00,24.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,100.00,100.00,76.00,100.00,90.40,0.00,0.00,10.00,0.00,25.00,0.00,8.00,5.12,40.00,36.67,21.38,0.00,0.00,31.35,33.33,0.00,70.00,100.00,100.00,83.33,63.67,75.00,75.00,65.93,53.41,,
847.00,Education,Schools,Lower Subansiri,Yachuli,Jara,27.52,93.77,0.25,0.25,0.96,0.00,0.67,0.60,1.00,0.00,1.00,0.38,0.86,0.20,0.11,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.10,0.00,0.25,0.00,0.02,0.20,0.00,0.50,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.00,0.75,25.00,25.00,96.00,0.00,66.67,35.87,100.00,0.00,100.00,80.00,53.52,37.50,85.71,61.61,20.00,11.11,16.44,45.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,36.36,33.33,34.55,0.00,0.00,0.00,0.00,0.00,0.00,50.00,10.00,0.00,25.00,0.00,10.50,2.25,20.00,30.00,12.90,0.00,0.00,15.99,33.33,0.00,0.00,100.00,100.00,0.00,40.00,75.00,75.00,47.00,39.98,,
862.00,Education,Schools,Tirap,Khonsa,Kheti,26.96,95.51,0.25,1.00,0.90,0.00,0.00,0.40,1.00,0.25,1.00,0.62,0.86,0.12,0.11,0.00,0.00,1.00,0.00,0.00,0.25,1.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.17,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.14,0.00,0.25,0.00,0.03,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,1.00,25.00,100.00,90.00,0.00,0.00,43.00,100.00,25.00,100.00,85.00,59.80,62.50,85.71,74.11,12.00,11.11,11.64,0.00,0.00,40.00,25.00,87.50,49.75,0.00,0.00,0.00,0.00,0.00,40.00,12.00,14.29,14.29,42.86,42.86,36.36,16.67,24.55,0.00,0.00,60.00,60.00,60.00,0.00,0.00,14.00,0.00,25.00,0.00,9.20,2.62,60.00,36.67,26.38,0.00,0.00,18.51,33.33,0.00,90.00,100.00,100.00,0.00,49.00,100.00,100.00,59.20,47.20,,
869.00,Education,Schools,Tirap,Khonsa,Khonsa I,27.00,95.51,0.50,1.00,0.90,0.00,0.00,0.80,1.00,0.25,1.00,0.62,0.86,0.16,0.06,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.60,1.00,1.00,0.00,0.50,0.10,0.00,0.25,0.00,0.02,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.50,1.00,1.00,0.00,0.75,50.00,100.00,90.00,0.00,0.00,48.00,100.00,25.00,100.00,85.00,62.80,62.50,85.71,74.11,16.00,5.56,11.82,0.00,0.00,0.00,0.00,56.25,16.88,0.00,0.00,0.00,0.00,0.00,80.00,24.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,84.00,100.00,93.60,0.00,50.00,10.00,0.00,25.00,0.00,10.50,1.62,20.00,36.67,13.98,0.00,0.00,19.67,33.33,0.00,80.00,100.00,100.00,0.00,48.00,75.00,75.00,53.40,46.57,,
881.00,Education,Schools,Changlang,Changlang,Ngaichang,27.12,95.73,0.50,0.00,0.00,0.00,0.67,0.80,1.00,0.25,1.00,0.50,0.86,0.12,0.00,0.50,0.00,1.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.10,0.00,0.25,0.00,0.04,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.50,1.00,1.00,0.00,0.75,50.00,0.00,0.00,0.00,66.67,16.67,100.00,25.00,100.00,85.00,44.00,50.00,85.71,67.86,12.00,0.00,7.20,45.00,45.00,40.00,25.00,0.00,23.50,0.00,0.00,0.00,0.00,0.00,80.00,24.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,0.00,0.00,10.00,0.00,25.00,0.00,8.00,4.38,20.00,36.67,15.08,0.00,0.00,23.28,33.33,0.00,80.00,100.00,100.00,0.00,48.00,75.00,75.00,53.40,41.07,,
902.00,Education,Schools,West Kameng,Singchung,Singchung,27.20,92.47,1.00,1.00,0.80,0.00,0.00,0.60,1.00,0.00,1.00,0.88,0.86,0.68,0.39,0.50,0.00,1.00,1.00,1.00,0.00,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.43,0.36,0.33,0.00,0.00,0.00,1.00,1.00,1.00,0.50,0.32,0.00,0.25,1.00,0.34,0.20,0.67,0.17,0.00,0.33,0.00,1.00,1.00,1.00,1.00,0.00,0.75,100.00,100.00,80.00,0.00,0.00,56.00,100.00,0.00,100.00,80.00,65.60,87.50,85.71,86.61,68.00,38.89,56.36,45.00,45.00,100.00,0.00,56.25,56.88,0.00,0.00,0.00,0.00,0.00,60.00,18.00,28.57,28.57,42.86,42.86,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,100.00,50.00,32.00,0.00,25.00,100.00,57.10,34.25,20.00,36.67,27.03,0.00,0.00,35.30,33.33,0.00,100.00,100.00,100.00,0.00,50.00,75.00,75.00,55.00,52.80,,
919.00,Education,Schools,Tirap,Khonsa,Kheti,26.97,95.51,0.25,1.00,1.00,0.00,0.00,0.40,1.00,0.25,1.00,0.73,0.86,0.56,0.00,0.33,0.00,1.00,1.00,0.00,0.25,1.00,0.75,1.00,0.00,0.36,1.00,0.00,0.00,0.43,0.00,0.00,0.17,1.00,1.00,0.00,1.00,0.00,1.00,0.50,0.18,0.00,0.25,1.00,0.45,0.80,0.67,0.17,1.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,0.75,25.00,100.00,100.00,0.00,0.00,45.00,100.00,25.00,100.00,85.00,61.00,72.92,85.71,79.32,56.00,0.00,33.60,30.00,30.00,70.00,25.00,87.50,61.75,50.00,50.00,68.18,0.00,0.00,40.00,12.00,42.86,42.86,0.00,0.00,0.00,16.67,10.00,100.00,100.00,60.00,60.00,60.00,100.00,50.00,18.00,0.00,25.00,100.00,52.90,45.00,80.00,36.67,49.33,100.00,100.00,46.32,33.33,0.00,70.00,100.00,100.00,0.00,47.00,75.00,75.00,52.60,53.66,,
1029.00,Education,Schools,East Siang,Oyan,Sille Village,27.91,95.30,0.25,0.50,1.00,0.00,0.00,0.60,0.00,0.00,0.22,0.69,0.86,0.20,0.28,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.10,0.00,0.25,0.00,0.08,0.60,0.67,0.17,1.00,0.33,0.00,1.00,0.75,1.00,1.00,0.67,1.00,25.00,50.00,100.00,0.00,0.00,35.00,0.00,0.00,22.22,11.11,25.44,68.75,85.71,77.23,20.00,27.78,23.11,45.00,45.00,0.00,25.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,100.00,0.00,10.00,0.00,25.00,0.00,28.00,8.25,60.00,36.67,28.63,100.00,100.00,30.49,33.33,0.00,90.00,100.00,100.00,66.67,62.33,100.00,100.00,69.87,42.51,,
1164.00,Education,Schools,Lower Subansiri,Yachuli,Yoglo,27.51,93.70,0.50,0.50,0.90,0.00,0.00,0.20,1.00,0.25,1.00,0.56,0.86,0.08,0.00,0.00,0.00,1.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.25,0.00,0.04,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,0.75,50.00,50.00,90.00,0.00,0.00,38.00,100.00,25.00,100.00,85.00,56.80,56.25,85.71,70.98,8.00,0.00,4.80,0.00,0.00,40.00,25.00,0.00,23.50,0.00,0.00,0.00,0.00,0.00,20.00,6.00,14.29,14.29,42.86,42.86,36.36,16.67,24.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,25.00,0.00,6.20,3.75,20.00,36.67,14.83,0.00,0.00,12.18,33.33,0.00,70.00,100.00,100.00,0.00,47.00,75.00,75.00,52.60,41.94,,
1169.00,Education,Schools,East Siang,Oyan,Sille Village,27.90,95.31,0.25,0.50,1.00,0.00,0.00,0.60,0.00,0.25,1.00,0.75,0.86,0.32,0.00,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.33,0.00,1.00,0.60,1.00,1.00,0.00,0.00,0.16,0.00,0.25,0.00,0.01,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.50,1.00,1.00,0.67,0.75,25.00,50.00,100.00,0.00,0.00,35.00,0.00,25.00,100.00,55.00,43.00,75.00,85.71,80.36,32.00,0.00,19.20,45.00,45.00,0.00,25.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,0.00,0.00,36.36,33.33,34.55,0.00,0.00,84.00,100.00,93.60,0.00,0.00,16.00,0.00,25.00,0.00,9.80,1.00,20.00,36.67,13.73,0.00,0.00,22.23,33.33,0.00,80.00,100.00,100.00,66.67,61.33,75.00,75.00,64.07,44.14,,
1171.00,Education,Schools,Tirap,Khonsa,Kaimoi,27.04,95.50,1.00,0.50,0.40,0.00,0.00,0.60,1.00,0.00,1.00,0.50,0.86,0.16,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.36,0.33,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.08,0.00,0.25,1.00,0.04,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,0.75,100.00,50.00,40.00,0.00,0.00,38.00,100.00,0.00,100.00,80.00,54.80,50.00,85.71,67.86,16.00,0.00,9.60,45.00,45.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,14.29,14.29,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,0.00,0.00,8.00,0.00,25.00,100.00,27.40,4.38,20.00,36.67,15.08,0.00,0.00,26.13,33.33,0.00,70.00,100.00,100.00,0.00,47.00,75.00,75.00,52.60,45.43,,
1189.00,Education,Schools,East Siang,Oyan,Sille Village,27.90,95.30,0.75,0.50,1.00,0.25,0.00,0.60,0.00,0.25,1.00,0.56,0.86,0.52,0.33,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.18,1.00,0.00,0.00,0.14,0.14,0.18,0.00,0.00,1.00,0.80,0.00,0.00,0.00,0.50,0.20,0.00,0.25,0.00,0.01,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,0.75,75.00,50.00,100.00,25.00,0.00,52.50,0.00,25.00,100.00,55.00,53.50,56.25,85.71,70.98,52.00,33.33,44.53,45.00,45.00,0.00,25.00,0.00,7.50,0.00,0.00,59.09,0.00,0.00,60.00,18.00,14.29,14.29,14.29,14.29,18.18,0.00,7.27,0.00,0.00,92.00,0.00,36.80,0.00,50.00,20.00,0.00,25.00,0.00,13.50,1.25,60.00,36.67,25.83,0.00,0.00,23.37,33.33,0.00,70.00,100.00,100.00,0.00,47.00,75.00,75.00,52.60,44.15,,
1194.00,Education,Schools,East Siang,Pasighat,Balek,28.06,95.29,0.25,1.00,0.60,0.00,0.00,1.00,1.00,0.25,1.00,0.72,0.86,0.60,0.28,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.17,0.00,1.00,0.00,1.00,1.00,0.00,0.50,0.10,0.00,0.25,1.00,0.16,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,0.75,25.00,100.00,60.00,0.00,0.00,37.00,100.00,25.00,100.00,85.00,56.20,71.88,85.71,78.79,60.00,27.78,47.11,0.00,0.00,0.00,25.00,0.00,7.50,100.00,100.00,0.00,0.00,0.00,100.00,30.00,14.29,14.29,0.00,0.00,36.36,16.67,24.55,0.00,0.00,60.00,100.00,84.00,0.00,50.00,10.00,0.00,25.00,100.00,30.50,16.00,60.00,36.67,31.73,0.00,0.00,32.53,33.33,0.00,70.00,100.00,100.00,0.00,47.00,75.00,75.00,52.60,47.84,,
1195.00,Education,Schools,East Siang,Oyan,Oyan Village,27.88,95.31,0.25,1.00,1.00,0.50,0.00,0.80,0.00,0.25,1.00,0.62,0.86,0.48,0.44,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.25,0.00,0.00,0.36,1.00,0.00,0.00,0.14,0.00,0.00,0.17,0.00,1.00,0.40,0.00,0.00,1.00,0.50,0.20,0.00,0.25,0.00,0.33,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.50,1.00,25.00,100.00,100.00,50.00,0.00,60.00,0.00,25.00,100.00,55.00,58.00,62.50,85.71,74.11,48.00,44.44,46.58,45.00,45.00,0.00,25.00,62.50,26.25,0.00,0.00,68.18,0.00,0.00,80.00,24.00,14.29,14.29,0.00,0.00,0.00,16.67,10.00,0.00,0.00,76.00,0.00,30.40,100.00,50.00,20.00,0.00,25.00,0.00,33.50,32.50,20.00,36.67,26.33,0.00,0.00,26.69,33.33,0.00,90.00,100.00,100.00,50.00,59.00,100.00,100.00,67.20,51.83,,
1246.00,Education,Schools,Changlang,Changlang,Changlang (CT),27.14,95.74,0.25,0.00,0.60,0.00,0.00,0.80,1.00,0.25,1.00,0.50,0.86,0.16,0.06,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.75,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.40,1.00,1.00,0.00,0.00,0.14,0.00,0.25,0.00,0.03,0.40,0.67,0.17,1.00,0.33,0.00,1.00,0.25,1.00,1.00,0.50,0.75,25.00,0.00,60.00,0.00,0.00,17.00,100.00,25.00,100.00,85.00,44.20,50.00,85.71,67.86,16.00,5.56,11.82,45.00,45.00,100.00,25.00,87.50,73.75,50.00,50.00,0.00,0.00,0.00,80.00,24.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,76.00,100.00,90.40,0.00,0.00,14.00,0.00,25.00,0.00,9.20,3.12,40.00,36.67,20.58,100.00,100.00,36.74,33.33,0.00,70.00,100.00,100.00,50.00,57.00,75.00,75.00,60.60,47.70,,
1253.00,Education,Schools,East Siang,Mebo,Mebo,28.17,95.40,0.25,0.50,0.70,0.00,0.00,0.20,0.00,0.25,1.00,0.88,0.14,0.24,0.00,0.50,0.00,1.00,1.00,0.00,0.50,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.20,1.00,1.00,0.00,0.00,0.10,0.00,0.25,0.00,0.07,0.20,0.67,0.17,1.00,0.33,1.00,1.00,0.75,1.00,1.00,0.67,0.75,25.00,50.00,70.00,0.00,0.00,29.00,0.00,25.00,100.00,55.00,39.40,87.50,14.29,50.89,24.00,0.00,14.40,45.00,45.00,70.00,50.00,56.25,59.88,0.00,0.00,0.00,0.00,0.00,20.00,6.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,68.00,100.00,87.20,0.00,0.00,10.00,0.00,25.00,0.00,8.00,6.62,20.00,36.67,15.98,100.00,100.00,29.05,33.33,100.00,90.00,100.00,100.00,66.67,72.33,75.00,75.00,72.87,48.01,,
1255.00,Education,Schools,East Siang,Mebo,Mebo,28.17,95.41,0.25,0.50,0.90,0.00,0.00,0.20,1.00,0.25,1.00,0.81,0.14,0.44,0.06,0.50,0.00,1.00,1.00,0.00,0.25,1.00,0.88,1.00,0.00,0.09,0.67,0.00,1.00,0.14,0.43,0.36,0.33,0.00,1.00,0.80,1.00,1.00,0.00,0.50,0.16,0.00,0.25,0.00,0.16,0.20,0.67,0.17,1.00,0.33,1.00,1.00,0.75,1.00,1.00,0.67,0.75,25.00,50.00,90.00,0.00,0.00,33.00,100.00,25.00,100.00,85.00,53.80,81.25,14.29,47.77,44.00,5.56,28.62,45.00,45.00,70.00,25.00,93.75,63.62,50.00,50.00,37.88,0.00,100.00,20.00,36.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,92.00,100.00,96.80,0.00,50.00,16.00,0.00,25.00,0.00,12.30,16.38,20.00,36.67,19.88,100.00,100.00,40.00,33.33,100.00,90.00,100.00,100.00,66.67,72.33,75.00,75.00,72.87,56.33,,
1256.00,Education,Schools,West Kameng,Singchung,Tenga Valley,27.20,92.48,1.00,1.00,0.90,1.00,0.67,0.60,1.00,1.00,1.00,0.83,0.86,1.00,0.06,0.00,0.00,1.00,1.00,1.00,0.25,1.00,0.88,1.00,0.00,0.18,0.33,0.00,1.00,0.14,0.71,0.00,0.33,1.00,1.00,0.60,0.00,0.00,1.00,0.00,0.48,1.00,0.50,1.00,0.94,0.60,0.67,0.17,1.00,0.33,0.00,1.00,0.50,1.00,1.00,0.00,0.75,100.00,100.00,90.00,100.00,66.67,94.67,100.00,100.00,100.00,100.00,96.80,83.33,85.71,84.52,100.00,5.56,62.22,0.00,0.00,100.00,25.00,93.75,75.62,50.00,50.00,25.76,0.00,100.00,60.00,48.00,14.29,14.29,71.43,71.43,0.00,33.33,20.00,100.00,100.00,84.00,0.00,33.60,100.00,0.00,48.00,100.00,50.00,100.00,69.40,93.50,60.00,36.67,62.73,100.00,100.00,50.96,33.33,0.00,80.00,100.00,100.00,0.00,48.00,75.00,75.00,53.40,67.86,,
1260.00,Education,Schools,East Siang,Oyan,Sille Village,27.89,95.31,0.50,1.00,1.00,0.00,0.00,0.80,1.00,0.25,1.00,0.75,0.86,0.76,0.22,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.25,0.00,0.00,0.36,1.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.18,1.00,0.25,0.00,0.48,0.40,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,0.75,50.00,100.00,100.00,0.00,0.00,50.00,100.00,25.00,100.00,85.00,64.00,75.00,85.71,80.36,76.00,22.22,54.49,45.00,45.00,0.00,25.00,62.50,26.25,0.00,0.00,68.18,0.00,0.00,80.00,24.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,60.00,0.00,24.00,0.00,0.00,18.00,100.00,25.00,0.00,15.40,47.62,40.00,36.67,38.38,0.00,0.00,30.86,33.33,0.00,70.00,100.00,100.00,0.00,47.00,75.00,75.00,52.60,50.07,,
1274.00,Education,Schools,East Siang,Oyan,Oyan Village,27.89,95.31,0.50,0.25,1.00,0.00,0.00,0.80,1.00,0.25,1.00,0.69,0.86,0.24,0.11,0.00,0.00,0.00,0.00,0.00,0.25,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.80,1.00,1.00,1.00,0.00,0.06,0.00,0.25,0.00,0.04,0.40,0.67,0.33,1.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,1.00,50.00,25.00,100.00,0.00,0.00,35.00,100.00,25.00,100.00,85.00,55.00,68.75,85.71,77.23,24.00,11.11,18.84,0.00,0.00,0.00,25.00,62.50,26.25,0.00,0.00,0.00,0.00,0.00,80.00,24.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,92.00,100.00,96.80,100.00,0.00,6.00,0.00,25.00,0.00,26.80,3.62,40.00,46.67,22.78,100.00,100.00,28.23,33.33,0.00,90.00,100.00,100.00,0.00,49.00,100.00,100.00,59.20,48.44,,
