id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.A.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,Do you have wired internet connection?,How do you maintain records?,What are the areas you get support from government agencies?,Where do you majorly get textbooks for educational purposes?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,Which labs are present in the institute?,Does the institute have a designated library?,How many people are students at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,"Is this a primary, secondary, or senior secondary school?",Are there any counselors at this institute?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Does the institute require uniforms?,Are the teachers certified?,How frequently does the teacher trainer visit the school?,Which Board/University is this school affiliated with?,access,road_connectivity,public_transport,school_buses,mobile_connectivity,accessibility,building_type,security,land,infrastructure,observation,working_hours,working_days,availability,teachers,support_staff,employability,drinking_water,water,toilets,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,telephone,broadband,mobile,communication,records,record_maintenance,support,govt_support,textbooks,curriculum,educational_materials,awareness,digital_technologies,checkups,meals,health,recreational,residential,classrooms,auditorium,labs,libraries,facilities,enrollment_population,extra_curriculars,dropouts,educational_statistics,disaster_drills,disaster_preparedness,general,school_type,counselors,parent_teacher_meetings,uniforms,certification,training,general_information,affiliation,partnerships,specific,overall score,,
1276.00,Education,Schools,East Siang,Oyan,Sille Village,27.93,95.28,0.50,0.50,0.20,0.00,0.00,0.40,0.00,0.25,1.00,0.69,0.86,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.29,0.36,0.33,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.04,0.00,0.25,0.00,0.04,0.20,0.67,0.17,0.00,0.33,1.00,1.00,1.00,1.00,1.00,0.00,1.00,50.00,50.00,20.00,0.00,0.00,24.00,0.00,25.00,100.00,55.00,36.40,68.75,85.71,77.23,24.00,0.00,14.40,0.00,0.00,0.00,25.00,62.50,26.25,0.00,0.00,0.00,0.00,0.00,40.00,12.00,14.29,14.29,28.57,28.57,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,0.00,0.00,4.00,0.00,25.00,0.00,6.20,3.75,20.00,36.67,14.83,0.00,0.00,17.17,33.33,100.00,100.00,100.00,100.00,0.00,60.00,100.00,100.00,68.00,41.69,,
1279.00,Education,Schools,Papumpare,Sangdupota,Jote,27.04,93.47,0.25,0.50,0.80,0.00,0.33,0.20,0.00,0.25,1.00,0.75,0.86,0.56,0.06,0.50,0.00,0.00,1.00,0.00,0.25,1.00,0.12,1.00,0.50,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.10,1.00,0.25,0.00,0.11,0.60,0.67,0.33,0.00,0.33,0.00,1.00,0.50,1.00,1.00,0.00,0.75,25.00,50.00,80.00,0.00,33.33,34.33,0.00,25.00,100.00,55.00,42.60,75.00,85.71,80.36,56.00,5.56,35.82,45.00,45.00,30.00,25.00,56.25,36.38,75.00,75.00,0.00,0.00,0.00,20.00,6.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,100.00,0.00,10.00,100.00,25.00,0.00,33.00,11.25,60.00,46.67,31.83,0.00,0.00,37.35,33.33,0.00,80.00,100.00,100.00,0.00,48.00,75.00,75.00,53.40,44.81,,
1283.00,Education,Schools,West Kameng,Shergaon,Shergaon,27.12,92.26,0.25,0.50,0.00,0.00,0.00,0.40,0.00,0.75,1.00,0.62,0.86,0.36,0.44,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.38,1.00,0.00,0.18,0.67,0.00,0.00,0.29,0.00,0.18,0.17,0.00,1.00,1.00,1.00,1.00,1.00,0.50,0.14,0.00,0.25,1.00,0.12,0.60,0.67,0.17,0.00,0.33,1.00,1.00,1.00,0.00,1.00,0.00,0.75,25.00,50.00,0.00,0.00,0.00,15.00,0.00,75.00,100.00,65.00,35.00,62.50,85.71,74.11,36.00,44.44,39.38,45.00,45.00,100.00,25.00,68.75,68.12,50.00,50.00,42.42,0.00,0.00,40.00,12.00,28.57,28.57,0.00,0.00,18.18,16.67,17.27,0.00,0.00,100.00,100.00,100.00,100.00,50.00,14.00,0.00,25.00,100.00,51.70,11.50,60.00,36.67,29.93,0.00,0.00,38.09,33.33,100.00,100.00,0.00,100.00,0.00,50.00,75.00,75.00,55.00,42.93,,
1286.00,Education,Schools,West Kameng,Shergaon,Shergaon,27.11,92.25,0.25,1.00,0.00,0.00,0.00,0.40,1.00,0.00,0.44,0.75,0.86,0.48,0.06,0.50,0.00,1.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,0.00,0.00,0.00,1.00,1.00,0.00,0.50,0.12,0.00,0.50,1.00,0.06,0.60,0.67,0.17,1.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,0.75,25.00,100.00,0.00,0.00,0.00,25.00,100.00,0.00,44.44,52.22,35.89,75.00,85.71,80.36,48.00,5.56,31.02,45.00,45.00,40.00,25.00,0.00,23.50,50.00,50.00,0.00,0.00,0.00,40.00,12.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,0.00,50.00,12.00,0.00,50.00,100.00,36.10,5.88,60.00,36.67,27.68,100.00,100.00,39.13,33.33,0.00,90.00,100.00,100.00,0.00,49.00,75.00,75.00,54.20,43.27,,
1306.00,Education,Schools,West Siang,Darak,Kambu,28.27,94.70,0.25,0.50,0.80,0.00,0.00,0.80,1.00,0.00,1.00,0.62,0.86,0.12,0.00,0.50,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.14,0.00,0.25,0.00,0.04,0.40,0.67,0.33,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.83,1.00,25.00,50.00,80.00,0.00,0.00,31.00,100.00,0.00,100.00,80.00,50.60,62.50,85.71,74.11,12.00,0.00,7.20,45.00,45.00,70.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,80.00,24.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,0.00,0.00,0.00,60.00,36.00,100.00,0.00,14.00,0.00,25.00,0.00,29.20,3.75,40.00,46.67,22.83,0.00,0.00,25.13,33.33,0.00,70.00,100.00,100.00,83.33,63.67,100.00,100.00,70.93,50.07,,
1312.00,Education,Schools,Lower Subansiri,Ziro,Tajang,27.62,93.84,0.50,0.50,0.40,0.00,0.00,0.40,1.00,0.25,1.00,0.62,0.86,0.40,0.11,0.50,0.00,1.00,1.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.10,0.00,0.25,0.00,0.03,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,1.00,0.75,50.00,50.00,40.00,0.00,0.00,28.00,100.00,25.00,100.00,85.00,50.80,62.50,85.71,74.11,40.00,11.11,28.44,45.00,45.00,70.00,25.00,0.00,35.50,50.00,50.00,0.00,0.00,0.00,40.00,12.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,100.00,0.00,10.00,0.00,25.00,0.00,28.00,2.50,60.00,36.67,26.33,0.00,0.00,33.28,33.33,0.00,70.00,100.00,100.00,100.00,67.00,75.00,75.00,68.60,51.77,,
1330.00,Education,Schools,Lower Subansiri,Ziro,Siro,27.53,93.84,1.00,0.50,0.00,0.00,0.00,0.60,1.00,0.25,1.00,0.75,0.86,0.64,0.22,0.50,0.00,1.00,1.00,0.00,0.25,1.00,0.12,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.17,1.00,1.00,1.00,1.00,1.00,0.00,0.50,0.18,0.00,0.25,1.00,0.10,0.60,0.67,0.17,0.00,0.33,1.00,1.00,0.75,1.00,1.00,1.00,0.75,100.00,50.00,0.00,0.00,0.00,30.00,100.00,25.00,100.00,85.00,52.00,75.00,85.71,80.36,64.00,22.22,47.29,45.00,45.00,70.00,25.00,56.25,52.38,50.00,50.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,71.43,71.43,36.36,16.67,24.55,100.00,100.00,100.00,100.00,100.00,0.00,50.00,18.00,0.00,25.00,100.00,32.90,9.50,60.00,36.67,29.13,0.00,0.00,43.25,33.33,100.00,90.00,100.00,100.00,100.00,79.00,75.00,75.00,78.20,58.55,,
1383.00,Education,Schools,West Kameng,Shergaon,Shergaon,27.12,92.26,0.50,0.50,0.00,0.00,0.00,0.40,0.00,0.50,1.00,0.44,0.86,0.36,0.39,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.38,1.00,0.00,0.18,1.00,0.00,0.00,0.14,0.00,0.18,0.17,0.00,1.00,1.00,1.00,1.00,0.00,0.50,0.16,0.00,0.25,0.00,0.06,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.50,0.00,1.00,0.00,0.75,50.00,50.00,0.00,0.00,0.00,20.00,0.00,50.00,100.00,60.00,36.00,43.75,85.71,64.73,36.00,38.89,37.16,45.00,45.00,0.00,25.00,68.75,28.12,50.00,50.00,59.09,0.00,0.00,40.00,12.00,14.29,14.29,0.00,0.00,18.18,16.67,17.27,0.00,0.00,100.00,100.00,100.00,0.00,50.00,16.00,0.00,25.00,0.00,12.30,6.25,60.00,36.67,27.83,0.00,0.00,31.48,33.33,0.00,80.00,0.00,100.00,0.00,38.00,75.00,75.00,45.40,37.93,,
1410.00,Education,Schools,Lower Subansiri,Ziro,Hari,27.58,93.84,0.25,0.25,0.60,0.00,0.00,0.60,1.00,0.00,1.00,0.62,0.86,0.76,0.17,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.17,0.00,1.00,0.40,1.00,1.00,0.00,0.00,0.20,0.00,0.25,1.00,0.03,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.50,0.75,25.00,25.00,60.00,0.00,0.00,22.00,100.00,0.00,100.00,80.00,45.20,62.50,85.71,74.11,76.00,16.67,52.27,45.00,45.00,0.00,25.00,0.00,7.50,50.00,50.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,71.43,71.43,36.36,16.67,24.55,0.00,0.00,76.00,100.00,90.40,0.00,0.00,20.00,0.00,25.00,100.00,31.00,3.25,60.00,36.67,26.63,0.00,0.00,35.40,33.33,0.00,90.00,100.00,100.00,50.00,59.00,75.00,75.00,62.20,48.21,,
1511.00,Education,Schools,Shi-Yomi,Monigong,Karle,28.74,94.30,0.25,0.25,0.98,0.00,0.00,0.20,0.00,0.00,1.00,0.88,0.86,0.20,0.11,0.00,0.00,1.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.36,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.25,0.00,0.05,0.40,0.67,0.50,0.00,0.33,0.00,1.00,1.00,1.00,1.00,0.17,1.00,25.00,25.00,98.00,0.00,0.00,29.60,0.00,0.00,100.00,50.00,37.76,87.50,85.71,86.61,20.00,11.11,16.44,0.00,0.00,40.00,25.00,0.00,23.50,0.00,0.00,0.00,0.00,0.00,20.00,6.00,14.29,14.29,14.29,14.29,36.36,33.33,34.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,25.00,0.00,10.40,5.25,40.00,56.67,25.43,0.00,0.00,14.64,33.33,0.00,100.00,100.00,100.00,16.67,53.33,100.00,100.00,62.67,39.54,,
1840.00,Education,Schools,Lower Subansiri,Pistana,Did,27.60,93.67,0.25,0.50,0.80,0.00,0.00,0.40,1.00,0.00,1.00,0.88,0.86,0.60,0.06,0.50,0.00,1.00,1.00,0.00,0.25,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.86,0.36,0.33,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.20,1.00,0.25,0.00,0.09,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,0.75,25.00,50.00,80.00,0.00,0.00,31.00,100.00,0.00,100.00,80.00,50.60,87.50,85.71,86.61,60.00,5.56,38.22,45.00,45.00,70.00,25.00,56.25,52.38,0.00,0.00,0.00,0.00,0.00,40.00,12.00,14.29,14.29,85.71,85.71,36.36,33.33,34.55,0.00,0.00,0.00,100.00,60.00,0.00,0.00,20.00,100.00,25.00,0.00,16.00,9.00,60.00,36.67,28.93,0.00,0.00,30.37,33.33,0.00,90.00,100.00,100.00,0.00,49.00,75.00,75.00,54.20,45.79,,
1856.00,Education,Schools,Lower Subansiri,Pistana,Did,27.59,93.67,0.25,0.50,0.96,0.00,0.00,0.40,1.00,0.00,1.00,0.62,0.86,0.60,0.67,0.50,0.00,1.00,1.00,0.00,0.25,1.00,0.38,1.00,0.00,0.36,1.00,0.00,0.00,0.14,0.00,0.18,0.17,1.00,1.00,0.00,1.00,1.00,1.00,0.50,0.16,0.00,0.25,0.00,0.25,0.80,0.67,0.17,0.00,0.33,1.00,1.00,0.25,1.00,1.00,0.00,1.00,25.00,50.00,96.00,0.00,0.00,34.20,100.00,0.00,100.00,80.00,52.52,62.50,85.71,74.11,60.00,66.67,62.67,45.00,45.00,70.00,25.00,68.75,56.12,50.00,50.00,68.18,0.00,0.00,40.00,12.00,14.29,14.29,0.00,0.00,18.18,16.67,17.27,100.00,100.00,60.00,100.00,84.00,100.00,50.00,16.00,0.00,25.00,0.00,32.30,25.00,80.00,36.67,41.33,0.00,0.00,43.23,33.33,100.00,70.00,100.00,100.00,0.00,57.00,100.00,100.00,65.60,54.31,,
1876.00,Education,Schools,Lower Subansiri,Ziro,Hija,27.58,93.83,0.25,0.75,0.80,0.00,0.00,0.60,1.00,0.25,1.00,0.88,0.86,0.72,0.33,0.50,0.00,1.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,1.00,0.50,1.00,0.23,0.60,0.67,0.17,1.00,0.33,1.00,0.00,0.00,1.00,1.00,0.00,0.75,25.00,75.00,80.00,0.00,0.00,36.00,100.00,25.00,100.00,85.00,55.60,87.50,85.71,86.61,72.00,33.33,56.53,45.00,45.00,40.00,25.00,0.00,23.50,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,100.00,100.00,0.00,0.00,0.00,0.00,0.00,24.00,100.00,50.00,100.00,42.20,23.38,60.00,36.67,34.68,100.00,100.00,40.25,33.33,100.00,0.00,100.00,100.00,0.00,50.00,75.00,75.00,55.00,50.79,,
3534.00,Education,Schools,East Siang,Pasighat,Boyng,28.06,95.29,0.25,1.00,0.00,0.00,0.00,1.00,1.00,0.25,1.00,0.69,0.86,0.48,0.06,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.17,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.16,0.00,0.25,0.00,0.03,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.00,1.00,25.00,100.00,0.00,0.00,0.00,25.00,100.00,25.00,100.00,85.00,49.00,68.75,85.71,77.23,48.00,5.56,31.02,0.00,0.00,0.00,25.00,0.00,7.50,50.00,50.00,0.00,0.00,0.00,100.00,30.00,14.29,14.29,0.00,0.00,36.36,16.67,24.55,0.00,0.00,60.00,100.00,84.00,100.00,0.00,16.00,0.00,25.00,0.00,29.80,3.12,60.00,36.67,26.58,0.00,0.00,25.52,33.33,0.00,70.00,100.00,100.00,0.00,47.00,100.00,100.00,57.60,44.97,,
3535.00,Education,Schools,East Siang,Pasighat,Balek,28.06,95.29,0.25,1.00,0.60,0.00,0.00,1.00,1.00,0.25,1.00,0.72,0.86,0.60,0.28,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.17,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.10,0.00,0.25,1.00,0.16,0.40,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,0.75,25.00,100.00,60.00,0.00,0.00,37.00,100.00,25.00,100.00,85.00,56.20,71.88,85.71,78.79,60.00,27.78,47.11,0.00,0.00,0.00,25.00,0.00,7.50,100.00,100.00,0.00,0.00,0.00,100.00,30.00,14.29,14.29,0.00,0.00,36.36,16.67,24.55,0.00,0.00,60.00,100.00,84.00,100.00,0.00,10.00,0.00,25.00,100.00,48.00,16.00,40.00,36.67,25.73,0.00,0.00,33.98,33.33,0.00,90.00,100.00,100.00,0.00,49.00,75.00,75.00,54.20,48.83,,
750.00,Education,Schools,Papumpare,Banderdewa,Karsingsa Complex,27.12,93.78,0.25,0.50,0.80,0.00,0.00,0.00,1.00,0.25,1.00,1.00,0.86,0.44,0.11,0.33,0.00,1.00,0.00,0.00,0.25,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.40,1.00,1.00,0.00,0.50,0.08,0.00,0.25,0.00,0.54,0.80,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.00,0.75,25.00,50.00,80.00,0.00,0.00,31.00,100.00,25.00,100.00,85.00,52.60,100.00,85.71,92.86,44.00,11.11,30.84,30.00,30.00,40.00,25.00,100.00,53.50,50.00,50.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,76.00,100.00,90.40,0.00,50.00,8.00,0.00,25.00,0.00,9.90,53.75,80.00,36.67,52.83,0.00,0.00,32.87,33.33,0.00,90.00,100.00,100.00,0.00,49.00,75.00,75.00,54.20,47.24,,
771.00,Education,Schools,Lohit,Tezu,Laboliang,27.98,96.18,0.25,1.00,1.00,0.00,0.00,0.80,1.00,0.50,1.00,0.88,0.86,0.36,0.17,0.50,0.00,1.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.36,0.67,0.00,0.00,0.14,0.43,0.36,0.33,1.00,0.00,0.00,0.00,0.00,1.00,0.50,0.36,0.00,0.25,1.00,0.09,0.60,0.67,0.17,1.00,0.33,0.00,1.00,0.75,1.00,1.00,0.17,0.75,25.00,100.00,100.00,0.00,0.00,45.00,100.00,50.00,100.00,90.00,63.00,87.50,85.71,86.61,36.00,16.67,28.27,45.00,45.00,40.00,25.00,0.00,23.50,50.00,50.00,51.52,0.00,0.00,80.00,24.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,100.00,100.00,0.00,0.00,0.00,100.00,50.00,36.00,0.00,25.00,100.00,58.30,9.25,60.00,36.67,29.03,100.00,100.00,45.20,33.33,0.00,90.00,100.00,100.00,16.67,52.33,75.00,75.00,56.87,55.51,,
778.00,Education,Schools,Lower Dibang Valley,Dambuk,Bomjir,28.16,95.67,0.25,1.00,0.80,0.00,0.00,0.40,1.00,0.25,1.00,0.00,0.86,0.28,0.06,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,0.00,1.00,0.20,1.00,1.00,0.00,0.00,0.16,0.00,0.25,0.00,0.07,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.17,0.75,25.00,100.00,80.00,0.00,0.00,41.00,100.00,25.00,100.00,85.00,58.60,0.00,85.71,42.86,28.00,5.56,19.02,45.00,45.00,0.00,25.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,40.00,12.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,0.00,0.00,68.00,100.00,87.20,0.00,0.00,16.00,0.00,25.00,0.00,9.80,7.00,20.00,36.67,16.13,0.00,0.00,23.41,33.33,0.00,70.00,100.00,100.00,16.67,50.33,75.00,75.00,55.27,46.88,,
786.00,Education,Schools,West Kameng,Shergaon,Shergaon,27.12,92.26,0.25,1.00,0.00,0.00,0.00,0.40,1.00,0.50,0.22,0.75,0.86,0.44,0.72,0.50,0.00,1.00,1.00,1.00,0.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,0.00,1.00,0.80,1.00,1.00,0.00,0.50,0.16,0.00,0.25,0.00,0.13,0.60,0.67,0.17,1.00,0.33,0.00,1.00,0.75,1.00,1.00,1.00,0.75,25.00,100.00,0.00,0.00,0.00,25.00,100.00,50.00,22.22,51.11,35.44,75.00,85.71,80.36,44.00,72.22,55.29,45.00,45.00,100.00,50.00,0.00,55.00,50.00,50.00,0.00,0.00,0.00,40.00,12.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,0.00,0.00,92.00,100.00,96.80,0.00,50.00,16.00,0.00,25.00,0.00,12.30,12.75,60.00,36.67,30.43,100.00,100.00,42.73,33.33,0.00,90.00,100.00,100.00,100.00,69.00,75.00,75.00,70.20,49.79,,
791.00,Education,Schools,Lohit,Tezu,Laboliang,27.99,96.18,0.25,0.50,0.60,0.25,0.00,0.80,1.00,0.50,1.00,0.69,0.86,0.64,0.33,0.00,0.00,1.00,0.00,1.00,0.25,1.00,0.12,1.00,0.00,0.36,1.00,0.00,0.00,0.14,0.00,0.09,0.17,1.00,1.00,1.00,0.00,0.00,1.00,0.50,0.20,1.00,0.25,1.00,0.36,0.80,0.67,0.17,0.00,0.33,1.00,1.00,0.75,1.00,1.00,0.83,0.75,25.00,50.00,60.00,25.00,0.00,34.50,100.00,50.00,100.00,90.00,56.70,68.75,85.71,77.23,64.00,33.33,51.73,0.00,0.00,70.00,25.00,56.25,52.38,50.00,50.00,68.18,0.00,0.00,80.00,24.00,14.29,14.29,0.00,0.00,9.09,16.67,13.64,100.00,100.00,100.00,0.00,40.00,100.00,50.00,20.00,100.00,25.00,100.00,58.50,35.62,80.00,36.67,45.58,0.00,0.00,38.47,33.33,100.00,90.00,100.00,100.00,83.33,75.67,75.00,75.00,75.53,57.82,,
794.00,Education,Schools,Papumpare,Banderdewa,Kharsingsa Village,27.11,93.80,0.25,0.25,0.80,0.00,0.33,0.60,1.00,0.00,1.00,0.62,0.86,0.44,0.06,0.17,0.00,0.00,0.00,0.00,0.25,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.16,0.00,0.25,0.00,0.20,0.60,0.67,0.17,1.00,0.33,0.00,1.00,1.00,1.00,1.00,0.00,0.75,25.00,25.00,80.00,0.00,33.33,29.33,100.00,0.00,100.00,80.00,49.60,62.50,85.71,74.11,44.00,5.56,28.62,15.00,15.00,0.00,25.00,75.00,30.00,0.00,0.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,0.00,0.00,60.00,100.00,84.00,0.00,0.00,16.00,0.00,25.00,0.00,9.80,20.25,60.00,36.67,33.43,100.00,100.00,28.63,33.33,0.00,100.00,100.00,100.00,0.00,50.00,75.00,75.00,55.00,45.20,,
856.00,Education,Schools,Papumpare,Gumto,Gumto-i,27.14,93.80,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.62,0.86,0.36,0.06,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.36,0.33,0.00,0.00,0.00,1.00,0.00,0.00,0.50,0.14,0.00,0.25,0.00,0.07,0.20,0.67,0.17,0.00,0.33,0.00,1.00,0.25,0.00,1.00,0.00,0.75,100.00,100.00,100.00,0.00,0.00,60.00,0.00,0.00,100.00,50.00,56.00,62.50,85.71,74.11,36.00,5.56,23.82,0.00,0.00,0.00,25.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,36.36,33.33,34.55,0.00,0.00,0.00,60.00,36.00,0.00,50.00,14.00,0.00,25.00,0.00,11.70,6.88,20.00,36.67,16.08,0.00,0.00,14.41,33.33,0.00,70.00,0.00,100.00,0.00,37.00,75.00,75.00,44.60,39.53,,
1031.00,Education,Schools,Changlang,Changlang,Changlang (CT),27.13,95.70,0.25,1.00,0.00,0.00,0.67,0.80,1.00,0.25,1.00,0.78,0.86,0.32,0.11,0.50,0.00,1.00,1.00,1.00,0.25,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.36,0.33,0.00,1.00,0.40,1.00,1.00,1.00,0.00,0.16,0.00,0.25,0.00,0.09,0.40,0.67,0.17,0.00,0.33,0.00,1.00,0.75,1.00,1.00,0.17,0.75,25.00,100.00,0.00,0.00,66.67,31.67,100.00,25.00,100.00,85.00,53.00,78.12,85.71,81.92,32.00,11.11,23.64,45.00,45.00,100.00,25.00,0.00,47.50,50.00,50.00,0.00,0.00,0.00,80.00,24.00,14.29,14.29,71.43,71.43,36.36,33.33,34.55,0.00,0.00,76.00,100.00,90.40,100.00,0.00,16.00,0.00,25.00,0.00,29.80,8.75,40.00,36.67,22.83,0.00,0.00,35.92,33.33,0.00,90.00,100.00,100.00,16.67,52.33,75.00,75.00,56.87,49.23,,
1055.00,Education,Schools,East Siang,Pasighat,Rengging,28.14,95.27,0.25,1.00,0.80,0.00,0.00,0.00,1.00,0.00,1.00,0.62,0.86,0.12,0.00,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.88,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.17,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.08,0.00,0.25,0.00,0.02,0.20,0.67,0.17,0.00,0.33,0.00,0.00,0.00,1.00,1.00,0.00,1.00,25.00,100.00,80.00,0.00,0.00,41.00,100.00,0.00,100.00,80.00,56.60,62.50,85.71,74.11,12.00,0.00,7.20,45.00,45.00,100.00,25.00,93.75,75.62,50.00,50.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,42.86,42.86,36.36,16.67,24.55,0.00,0.00,0.00,60.00,36.00,0.00,0.00,8.00,0.00,25.00,0.00,7.40,2.12,20.00,36.67,14.18,0.00,0.00,26.27,33.33,0.00,0.00,100.00,100.00,0.00,40.00,100.00,100.00,52.00,45.89,,
1922.00,Education,Schools,Lower Subansiri,Ziro,Hong,27.56,93.85,0.50,1.00,0.00,0.00,0.00,0.60,1.00,0.50,0.31,0.58,0.86,0.68,0.11,0.50,0.00,1.00,1.00,1.00,0.25,1.00,0.88,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.36,0.33,1.00,1.00,0.40,1.00,1.00,0.00,0.00,0.20,1.00,0.25,0.00,0.08,0.60,0.67,0.17,0.00,0.33,0.00,1.00,0.25,1.00,1.00,0.50,0.75,50.00,100.00,0.00,0.00,0.00,30.00,100.00,50.00,31.11,55.56,40.22,58.33,85.71,72.02,68.00,11.11,45.24,45.00,45.00,100.00,25.00,93.75,75.62,50.00,50.00,0.00,0.00,0.00,60.00,18.00,14.29,14.29,42.86,42.86,36.36,33.33,34.55,100.00,100.00,76.00,100.00,90.40,0.00,0.00,20.00,100.00,25.00,0.00,16.00,7.75,60.00,36.67,28.43,0.00,0.00,41.16,33.33,0.00,70.00,100.00,100.00,50.00,57.00,75.00,75.00,60.60,47.64,,
